1  105.13	3.133259e-01	6.510215e-01	3.094568e+00	2.000000e+00	1.500000e+00	0.000000e+00	2.207769e-09	8.113721e-01	
1  101.443	3.128857e-01	6.480789e-01	3.097655e+00	2.001037e+00	1.491833e+00	2.344832e-01	2.214595e-09	8.079799e-01	
1  100.44	3.136278e-01	6.492726e-01	3.111535e+00	1.983971e+00	1.528604e+00	6.063419e-01	2.245549e-09	8.161659e-01	
2  86.0488	3.136278e-01	6.492726e-01	3.111535e+00	1.980093e+00	1.133513e+00	-6.879163e-01	2.245549e-09	8.161659e-01	
2  79.8505	3.136278e-01	6.492726e-01	3.111535e+00	1.979512e+00	1.228631e+00	-9.149623e-01	2.245549e-09	8.161659e-01	
5  70.1384	3.136278e-01	6.492726e-01	3.111535e+00	1.974563e+00	1.649329e+00	1.369274e+00	2.245549e-09	8.161659e-01	
1  60.2442	3.136278e-01	6.492726e-01	3.111535e+00	1.969592e+00	1.398969e+00	1.023035e-02	2.245549e-09	8.161659e-01	
1  60.7683	3.136278e-01	6.492726e-01	3.111535e+00	1.964509e+00	1.860192e+00	1.756980e+00	2.245549e-09	8.161659e-01	
1  47.8458	3.136278e-01	6.492726e-01	3.111535e+00	1.964515e+00	2.000557e+00	4.128642e+00	2.245549e-09	8.161659e-01	
1  50.7481	3.181772e-01	6.586166e-01	3.118959e+00	1.941866e+00	2.075481e+00	4.393769e+00	2.262281e-09	8.378270e-01	
15  48.6417	3.186671e-01	6.588391e-01	3.113244e+00	1.947709e+00	2.066850e+00	4.332770e+00	2.249390e-09	8.363236e-01	
4  47.2047	3.212985e-01	6.630675e-01	3.093037e+00	1.963147e+00	2.054949e+00	4.001750e+00	2.204392e-09	8.368940e-01	
1  42.6408	3.212985e-01	6.630675e-01	3.093037e+00	1.957377e+00	1.955807e+00	3.648397e+00	2.204392e-09	8.368940e-01	
26  42.1373	3.212985e-01	6.630675e-01	3.093037e+00	1.957104e+00	2.016879e+00	3.730958e+00	2.204392e-09	8.368940e-01	
13  41.2047	3.187468e-01	6.573578e-01	3.115673e+00	1.941183e+00	2.027770e+00	4.258191e+00	2.254860e-09	8.353265e-01	
17  40.3935	3.204130e-01	6.595204e-01	3.104680e+00	1.949746e+00	2.021727e+00	4.134293e+00	2.230208e-09	8.357349e-01	
3  36.2064	3.201186e-01	6.552971e-01	3.085767e+00	1.976716e+00	1.963635e+00	3.980324e+00	2.188424e-09	8.216090e-01	
2  36.4651	3.201186e-01	6.552971e-01	3.085767e+00	1.975830e+00	2.010819e+00	4.097984e+00	2.188424e-09	8.216090e-01	
