1  165.303	3.226639e-01	6.574465e-01	3.024205e+00	2.000000e+00	1.500000e+00	0.000000e+00	2.057764e-09	8.024348e-01	
1  160.178	3.185759e-01	6.555672e-01	3.006611e+00	2.019858e+00	1.380346e+00	-4.007388e-01	2.021875e-09	7.883955e-01	
1  154.533	3.187662e-01	6.537995e-01	3.017450e+00	2.011125e+00	1.349168e+00	-4.257993e-01	2.043910e-09	7.904960e-01	
1  124.412	3.187662e-01	6.537995e-01	3.017450e+00	2.011692e+00	9.718992e-01	-1.506379e+00	2.043910e-09	7.904960e-01	
1  121.335	3.187662e-01	6.537995e-01	3.017450e+00	2.011860e+00	9.500148e-01	-1.339796e+00	2.043910e-09	7.904960e-01	
1  117.579	3.187662e-01	6.537995e-01	3.017450e+00	2.016924e+00	6.119318e-01	-2.930172e+00	2.043910e-09	7.904960e-01	
2  116.702	3.187662e-01	6.537995e-01	3.017450e+00	2.015327e+00	6.756407e-01	-3.503382e+00	2.043910e-09	7.904960e-01	
4  108.237	3.187662e-01	6.537995e-01	3.017450e+00	2.015798e+00	1.043090e+00	-1.327935e+00	2.043910e-09	7.904960e-01	
2  108.29	3.187662e-01	6.537995e-01	3.017450e+00	2.017315e+00	1.265964e+00	-4.337027e-02	2.043910e-09	7.904960e-01	
1  99.4123	3.187662e-01	6.537995e-01	3.017450e+00	2.021111e+00	2.113671e+00	3.567237e+00	2.043910e-09	7.904960e-01	
11  93.2924	3.175040e-01	6.499672e-01	3.061393e+00	1.979182e+00	2.171594e+00	4.031377e+00	2.135729e-09	8.013267e-01	
1  90.0414	3.175040e-01	6.499672e-01	3.061393e+00	1.982482e+00	2.466193e+00	4.794655e+00	2.135729e-09	8.013267e-01	
2  72.5434	3.175040e-01	6.499672e-01	3.061393e+00	1.987076e+00	2.439639e+00	4.205595e+00	2.135729e-09	8.013267e-01	
17  57.5612	3.175040e-01	6.499672e-01	3.061393e+00	1.991188e+00	2.373074e+00	4.076303e+00	2.135729e-09	8.013267e-01	
3  57.434	3.203411e-01	6.511699e-01	3.052437e+00	2.000442e+00	2.345370e+00	3.898418e+00	2.116687e-09	8.025831e-01	
1  55.1646	3.203411e-01	6.511699e-01	3.052437e+00	2.001283e+00	1.854707e+00	2.305206e+00	2.116687e-09	8.025831e-01	
9  52.9278	3.203411e-01	6.511699e-01	3.052437e+00	1.995759e+00	1.211353e+00	8.480080e-01	2.116687e-09	8.025831e-01	
8  52.1711	3.203411e-01	6.511699e-01	3.052437e+00	1.995859e+00	1.038401e+00	-5.065395e-01	2.116687e-09	8.025831e-01	
4  51.477	3.203411e-01	6.511699e-01	3.052437e+00	1.997865e+00	8.384746e-01	-1.280554e+00	2.116687e-09	8.025831e-01	
6  29.9362	3.203411e-01	6.511699e-01	3.052437e+00	2.006730e+00	1.078295e+00	-1.139261e+00	2.116687e-09	8.025831e-01	
19  31.2079	3.169682e-01	6.497675e-01	3.048452e+00	2.011494e+00	1.039247e+00	-1.229703e+00	2.108269e-09	7.952825e-01	
4  30.2542	3.169682e-01	6.497675e-01	3.048452e+00	2.013894e+00	9.017293e-01	-2.988142e+00	2.108269e-09	7.952825e-01	
3  29.0591	3.169682e-01	6.497675e-01	3.048452e+00	2.015449e+00	1.717096e+00	2.878020e+00	2.108269e-09	7.952825e-01	
2  24.2134	3.169682e-01	6.497675e-01	3.048452e+00	2.019491e+00	1.915640e+00	4.147617e+00	2.108269e-09	7.952825e-01	
4  24.5874	3.172895e-01	6.503796e-01	3.039300e+00	2.028557e+00	1.894054e+00	4.022396e+00	2.089062e-09	7.928474e-01	
3  23.4682	3.172895e-01	6.503796e-01	3.039300e+00	2.030366e+00	1.591744e+00	2.095188e+00	2.089062e-09	7.928474e-01	
1  20.9841	3.172895e-01	6.503796e-01	3.039300e+00	2.032780e+00	1.393556e+00	2.522270e+00	2.089062e-09	7.928474e-01	
1  20.6181	3.172895e-01	6.503796e-01	3.039300e+00	2.035386e+00	1.547211e+00	2.442628e+00	2.089062e-09	7.928474e-01	
1  21.3758	3.172895e-01	6.503796e-01	3.039300e+00	2.034556e+00	1.823070e+00	3.401836e+00	2.089062e-09	7.928474e-01	
1  21.6911	3.172895e-01	6.503796e-01	3.039300e+00	2.031681e+00	1.672876e+00	3.399179e+00	2.089062e-09	7.928474e-01	
5  22.1965	3.172895e-01	6.503796e-01	3.039300e+00	2.030072e+00	1.294654e+00	2.395048e+00	2.089062e-09	7.928474e-01	
3  23.651	3.168599e-01	6.547246e-01	3.043179e+00	2.018581e+00	1.523592e+00	3.092129e+00	2.097181e-09	7.998577e-01	
6  23.8521	3.168599e-01	6.547246e-01	3.043179e+00	2.019389e+00	1.929423e+00	4.467054e+00	2.097181e-09	7.998577e-01	
1  23.8181	3.168599e-01	6.547246e-01	3.043179e+00	2.016953e+00	1.358002e+00	1.784875e+00	2.097181e-09	7.998577e-01	
7  22.0034	3.168599e-01	6.547246e-01	3.043179e+00	2.020067e+00	9.864236e-01	-1.350949e+00	2.097181e-09	7.998577e-01	
3  22.7652	3.168599e-01	6.547246e-01	3.043179e+00	2.019022e+00	9.159610e-01	-2.472045e+00	2.097181e-09	7.998577e-01	
26  22.6849	3.168599e-01	6.547246e-01	3.043179e+00	2.019937e+00	8.889097e-01	-3.049946e+00	2.097181e-09	7.998577e-01	
4  20.5355	3.174302e-01	6.518643e-01	3.082921e+00	1.981957e+00	9.460087e-01	-2.641019e+00	2.182205e-09	8.125669e-01	
18  20.8173	3.174302e-01	6.518643e-01	3.082921e+00	1.983094e+00	9.656969e-01	-2.870865e+00	2.182205e-09	8.125669e-01	
12  20.5297	3.174302e-01	6.518643e-01	3.082921e+00	1.980383e+00	1.044313e+00	-1.040277e+00	2.182205e-09	8.125669e-01	
4  20.7169	3.174302e-01	6.518643e-01	3.082921e+00	1.981095e+00	1.192698e+00	6.901455e-01	2.182205e-09	8.125669e-01	
11  20.095	3.174302e-01	6.518643e-01	3.082921e+00	1.984242e+00	1.176956e+00	2.184741e-01	2.182205e-09	8.125669e-01	
3  20.6963	3.174302e-01	6.518643e-01	3.082921e+00	1.988886e+00	9.737095e-01	-2.046985e+00	2.182205e-09	8.125669e-01	
2  23.4016	3.174302e-01	6.518643e-01	3.082921e+00	1.988752e+00	1.131050e+00	-1.898087e+00	2.182205e-09	8.125669e-01	
12  23.4827	3.174302e-01	6.518643e-01	3.082921e+00	1.989860e+00	9.093100e-01	-2.199711e+00	2.182205e-09	8.125669e-01	
4  23.5976	3.174302e-01	6.518643e-01	3.082921e+00	1.990108e+00	2.107087e+00	2.843516e+00	2.182205e-09	8.125669e-01	
6  21.778	3.174302e-01	6.518643e-01	3.082921e+00	1.987946e+00	2.056204e+00	3.171822e+00	2.182205e-09	8.125669e-01	
3  21.2586	3.174302e-01	6.518643e-01	3.082921e+00	1.984829e+00	2.025460e+00	4.298988e+00	2.182205e-09	8.125669e-01	
6  21.195	3.174302e-01	6.518643e-01	3.082921e+00	1.987862e+00	2.063576e+00	4.108050e+00	2.182205e-09	8.125669e-01	
4  22.1539	3.174302e-01	6.518643e-01	3.082921e+00	1.980983e+00	2.028647e+00	4.047279e+00	2.182205e-09	8.125669e-01	
1  21.5109	3.192161e-01	6.477480e-01	3.055808e+00	2.017940e+00	1.675343e+00	2.822039e+00	2.123834e-09	7.979486e-01	
3  21.3972	3.212517e-01	6.547940e-01	3.046023e+00	2.018151e+00	1.928340e+00	3.467524e+00	2.103153e-09	8.060141e-01	
1  20.2555	3.212517e-01	6.547940e-01	3.046023e+00	2.020361e+00	1.920706e+00	3.789355e+00	2.103153e-09	8.060141e-01	
2  21.9632	3.212517e-01	6.547940e-01	3.046023e+00	2.016265e+00	1.569858e+00	2.376513e+00	2.103153e-09	8.060141e-01	
5  24.6684	3.212517e-01	6.547940e-01	3.046023e+00	2.018339e+00	1.255835e+00	-1.143888e+00	2.103153e-09	8.060141e-01	
17  20.7532	3.212517e-01	6.547940e-01	3.046023e+00	2.015474e+00	1.202465e+00	1.081499e-01	2.103153e-09	8.060141e-01	
2  23.5637	3.202298e-01	6.547296e-01	3.067486e+00	1.991835e+00	1.321044e+00	6.034898e-01	2.148781e-09	8.134701e-01	
13  23.3387	3.184851e-01	6.479034e-01	3.101351e+00	1.965404e+00	1.194895e+00	4.751017e-01	2.222797e-09	8.157101e-01	
6  22.5895	3.199195e-01	6.489031e-01	3.095078e+00	1.971332e+00	1.190499e+00	4.021209e-01	2.208895e-09	8.162012e-01	
5  23.5414	3.199195e-01	6.489031e-01	3.095078e+00	1.973614e+00	1.322888e+00	6.585560e-01	2.208895e-09	8.162012e-01	
2  22.8702	3.199195e-01	6.489031e-01	3.095078e+00	1.973973e+00	1.374127e+00	1.232460e+00	2.208895e-09	8.162012e-01	
1  23.1337	3.199195e-01	6.489031e-01	3.095078e+00	1.973304e+00	9.168308e-01	-1.971224e+00	2.208895e-09	8.162012e-01	
7  22.4687	3.199195e-01	6.489031e-01	3.095078e+00	1.979691e+00	1.538542e+00	3.248686e+00	2.208895e-09	8.162012e-01	
7  22.0713	3.199195e-01	6.489031e-01	3.095078e+00	1.980605e+00	1.915741e+00	3.753523e+00	2.208895e-09	8.162012e-01	
1  21.8688	3.199195e-01	6.489031e-01	3.095078e+00	1.979796e+00	1.654797e+00	2.940579e+00	2.208895e-09	8.162012e-01	
2  22.1248	3.199195e-01	6.489031e-01	3.095078e+00	1.978214e+00	1.847717e+00	4.024283e+00	2.208895e-09	8.162012e-01	
2  22.101	3.213147e-01	6.512432e-01	3.087516e+00	1.983332e+00	1.900213e+00	4.109345e+00	2.192256e-09	8.179905e-01	
1  21.5796	3.213147e-01	6.512432e-01	3.087516e+00	1.984375e+00	1.440402e+00	2.213044e+00	2.192256e-09	8.179905e-01	
