1  84.0122	3.140533e-01	6.577184e-01	3.046038e+00	2.000000e+00	1.500000e+00	0.000000e+00	2.103184e-09	8.019123e-01	
2  79.6119	3.128771e-01	6.548250e-01	3.059407e+00	1.989582e+00	1.516472e+00	4.050600e-01	2.131491e-09	8.019524e-01	
1  64.8111	3.128771e-01	6.548250e-01	3.059407e+00	1.987036e+00	1.256743e+00	-1.830384e-01	2.131491e-09	8.019524e-01	
3  60.8583	3.128771e-01	6.548250e-01	3.059407e+00	1.981882e+00	1.273324e+00	3.259461e+00	2.131491e-09	8.019524e-01	
1  58.0606	3.128771e-01	6.548250e-01	3.059407e+00	1.984897e+00	1.855002e+00	6.611228e+00	2.131491e-09	8.019524e-01	
1  52.305	3.128771e-01	6.548250e-01	3.059407e+00	1.986808e+00	1.554882e+00	4.959354e+00	2.131491e-09	8.019524e-01	
6  49.1798	3.128771e-01	6.548250e-01	3.059407e+00	1.985638e+00	9.713969e-01	-2.397356e-01	2.131491e-09	8.019524e-01	
1  49.3771	3.118237e-01	6.516321e-01	3.080761e+00	1.967052e+00	1.010289e+00	3.977540e-01	2.177496e-09	8.048928e-01	
11  48.0893	3.116430e-01	6.499086e-01	3.078718e+00	1.972147e+00	9.905389e-01	3.594738e-01	2.173053e-09	8.014668e-01	
5  43.593	3.116430e-01	6.499086e-01	3.078718e+00	1.977434e+00	1.952616e+00	4.830903e+00	2.173053e-09	8.014668e-01	
10  40.8054	3.134815e-01	6.484287e-01	3.062074e+00	1.999387e+00	1.894175e+00	4.394569e+00	2.137183e-09	7.948968e-01	
12  41.5952	3.134815e-01	6.484287e-01	3.062074e+00	2.004105e+00	2.075474e+00	3.267955e+00	2.137183e-09	7.948968e-01	
10  38.0438	3.134815e-01	6.484287e-01	3.062074e+00	2.004331e+00	2.107306e+00	3.690905e+00	2.137183e-09	7.948968e-01	
1  38.552	3.134815e-01	6.484287e-01	3.062074e+00	2.005544e+00	1.927622e+00	3.134982e+00	2.137183e-09	7.948968e-01	
1  38.5057	3.134815e-01	6.484287e-01	3.062074e+00	2.001198e+00	1.965444e+00	4.374455e+00	2.137183e-09	7.948968e-01	
9  35.3281	3.134815e-01	6.484287e-01	3.062074e+00	2.005210e+00	2.137816e+00	4.144329e+00	2.137183e-09	7.948968e-01	
2  33.087	3.184409e-01	6.492966e-01	3.053181e+00	2.016563e+00	2.127424e+00	3.931384e+00	2.118263e-09	7.981701e-01	
