1  831.144	3.186650e-01	6.473032e-01	2.989524e+00	2.000000e+00	1.500000e+00	0.000000e+00	1.987621e-09	7.707451e-01	
3  829.901	3.173195e-01	6.476147e-01	2.992057e+00	1.995846e+00	1.507356e+00	5.432465e-02	1.992664e-09	7.706762e-01	
1  758.979	3.173195e-01	6.476147e-01	2.992057e+00	1.989940e+00	1.007686e+00	-5.534949e-01	1.992664e-09	7.706762e-01	
2  696.74	3.173195e-01	6.476147e-01	2.992057e+00	1.996623e+00	1.202240e+00	5.763961e-01	1.992664e-09	7.706762e-01	
5  633.315	3.173195e-01	6.476147e-01	2.992057e+00	1.997654e+00	8.067817e-01	-2.299066e+00	1.992664e-09	7.706762e-01	
1  623.51	3.173195e-01	6.476147e-01	2.992057e+00	2.000314e+00	8.600871e-01	-2.511520e+00	1.992664e-09	7.706762e-01	
1  606.084	3.173195e-01	6.476147e-01	2.992057e+00	2.002529e+00	9.423553e-01	-1.859650e+00	1.992664e-09	7.706762e-01	
2  585.643	3.173195e-01	6.476147e-01	2.992057e+00	2.000097e+00	5.857391e-01	-4.317171e+00	1.992664e-09	7.706762e-01	
15  585.371	3.153853e-01	6.443826e-01	2.991635e+00	2.004918e+00	5.558455e-01	-4.308398e+00	1.991823e-09	7.640862e-01	
2  584.35	3.161277e-01	6.433471e-01	3.000076e+00	1.997905e+00	5.753325e-01	-4.047303e+00	2.008706e-09	7.667428e-01	
2  575.65	3.161277e-01	6.433471e-01	3.000076e+00	1.999074e+00	6.753235e-01	-3.139843e+00	2.008706e-09	7.667428e-01	
4  525.889	3.161277e-01	6.433471e-01	3.000076e+00	2.006320e+00	7.632836e-01	-3.541221e+00	2.008706e-09	7.667428e-01	
4  513.115	3.161277e-01	6.433471e-01	3.000076e+00	2.004673e+00	3.650201e-01	-5.278638e+00	2.008706e-09	7.667428e-01	
4  474.685	3.161277e-01	6.433471e-01	3.000076e+00	2.006922e+00	6.829109e-01	-2.259091e+00	2.008706e-09	7.667428e-01	
2  474.105	3.185823e-01	6.452236e-01	3.006698e+00	1.997958e+00	7.225345e-01	-2.068850e+00	2.022051e-09	7.744978e-01	
6  464.336	3.185823e-01	6.452236e-01	3.006698e+00	1.997780e+00	6.038779e-01	-2.553990e+00	2.022051e-09	7.744978e-01	
